sid	name	ntype	dtype	label	description	annotations	children
zofenoprilat	zofenoprilat	substance	undefined	zofenoprilat	The active metabolite of zofenopril. It has a role as an anticonvulsant, an apoptosis inhibitor, a cardioprotective agent, an EC 3.4.15.1 (peptidyl-dipeptidase A) inhibitor, a drug metabolite and a vasodilator agent.	[{'term': '3034048', 'relation': 'BQB_IS', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/3034048'}, {'term': 'UQWLOWFDKAFKAP-WXHSDQCUSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=UQWLOWFDKAFKAP-WXHSDQCUSA-N'}, {'term': 'CHEBI:82602', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'A proline derivative that is 4-(phenylsulfanyl)-L-proline in which the amine proton is replaced by a (2S)-2-methyl-3-sulfanylpropanoyl group. The active metabolite of zofenopril.', 'label': 'zofenoprilat', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:82602'}, {'term': 'C95293', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': None, 'label': 'Zofenoprilat', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C95293'}, {'term': 'UQWLOWFDKAFKAP-WXHSDQCUSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=UQWLOWFDKAFKAP-WXHSDQCUSA-N'}]	[]
sitagliptin	sitagliptin	substance	undefined	sitagliptin	An orally available, competitive, beta-amino acid-derived inhibitor of dipeptidyl peptidase 4 (DDP-4)with hypoglycemic activity. Sitagliptin may cause an increased risk in the development of pancreatitis.Sitagliptin is a triazolopyrazine that exhibits hypoglycemic activity.It has a role as a serine proteinase inhibitor,a hypoglycemic agent, an EC 3.4.14.5 (dipeptidyl-peptidase IV) inhibitor, an environmental contaminant and a xenobiotic.It is a triazolopyrazine and a trifluorobenzene.	[{'term': 'CHEBI:40237', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'A  triazolopyrazine that exhibits  hypoglycemic activity.', 'label': 'sitagliptin', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:40237'}, {'term': '4369359', 'relation': 'BQB_IS', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/4369359'}, {'term': 'MFFMDFFZMYYVKS-SECBINFHSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=MFFMDFFZMYYVKS-SECBINFHSA-N'}, {'term': 'C73838', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'An orally available, competitive, beta-amino acid-derived inhibitor of dipeptidyl peptidase 4 (DDP-4) with hypoglycemic activity. Sitagliptin may cause an increased risk in the development of pancreatitis.', 'label': 'Sitagliptin', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C73838'}, {'term': '423307000', 'relation': 'BQB_IS', 'collection': 'snomedct', 'description': None, 'label': None, 'url': 'https://browser.ihtsdotools.org/?perspective=full&conceptId1=423307000'}, {'term': 'MFFMDFFZMYYVKS-SECBINFHSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=MFFMDFFZMYYVKS-SECBINFHSA-N'}]	[]
isosorbide-5-mononitrate	isosorbide-5-mononitrate	substance	undefined	isosorbide-5-mononitrate (ISMN)	Isosorbide mononitrate is an organic nitrate with vasodilating properties. It is an anti-anginal agent that works by relaxing the smooth muscles of both arteries and veins, but but predominantly veins to reduce cardiac preload.	[{'term': '27661', 'relation': 'BQB_IS', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/27661'}, {'term': 'YWXYYJSYQOXTPL-SLPGGIOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=YWXYYJSYQOXTPL-SLPGGIOYSA-N'}, {'term': 'CHEBI:6062', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': None, 'label': 'isosorbide mononitrate', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:6062'}, {'term': 'YWXYYJSYQOXTPL-SLPGGIOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=YWXYYJSYQOXTPL-SLPGGIOYSA-N'}]	[]
celecoxib	celecoxib	substance	undefined	celecoxib	A nonsteroidal anti-inflammatory drug (NSAID) with a diaryl-substituted pyrazole structure. Celecoxib selectively  cyclo-oxygenase-2 activity (COX-2); COX-2 inhibition may result in apoptosis and a reduction in tumor angiogenesis and metastasis.	[{'term': 'CHEBI:41423', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'A member of the class of pyrazoles that is 1H-pyrazole which is substituted at positions 1, 3 and 5 by 4-sulfamoylphenyl, trifluoromethyl and p-tolyl groups, respectively. A cyclooxygenase-2 inhibitor, it is used in the treatment of arthritis.', 'label': 'celecoxib', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:41423'}, {'term': '2662', 'relation': 'BQB_IS', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/2662'}, {'term': 'RZEKVGVHFLEQIL-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=RZEKVGVHFLEQIL-UHFFFAOYSA-N'}, {'term': 'C1728', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'A nonsteroidal anti-inflammatory drug (NSAID) with a diaryl-substituted pyrazole structure. Celecoxib selectively inhibits cyclo-oxygenase-2 activity (COX-2); COX-2 inhibition may result in apoptosis and a reduction in tumor angiogenesis and metastasis.', 'label': 'Celecoxib', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C1728'}, {'term': '116081000', 'relation': 'BQB_IS', 'collection': 'snomedct', 'description': None, 'label': None, 'url': 'https://browser.ihtsdotools.org/?perspective=full&conceptId1=116081000'}, {'term': 'RZEKVGVHFLEQIL-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=RZEKVGVHFLEQIL-UHFFFAOYSA-N'}]	[]
empagliflozin	empagliflozin	substance	undefined	empagliflozin	An orally available competitive inhibitor of sodium-glucose co-transporter 2 (SGLT2; SLC5A2) with antihyperglycemic activity. Upon oral administration, empagliflozin selectively and potently inhibits SGLT2 in the kidneys, thereby suppressing the reabsorption of glucose in the proximal tubule. Inhibition of SGLT2 increases urinary glucose excretion by the kidneys, resulting in a reduction of plasma glucose levels in an insulin-independent manner.	[{'term': 'CHEBI:82720', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'A C-glycosyl compound consisting of a beta-glucosyl residue having a (4-chloro-3-{4-[(3S)-tetrahydrofuran-3-yloxy]benzyl}phenyl group at the anomeric centre. A sodium-glucose co-transporter 2 inhibitor used as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.', 'label': 'empagliflozin', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:82720'}, {'term': '11949646', 'relation': 'BQB_IS', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/11949646'}, {'term': 'OBWASQILIWPZMG-QZMOQZSNSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=OBWASQILIWPZMG-QZMOQZSNSA-N'}, {'term': 'C158136', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'An orally available competitive inhibitor of sodium-glucose co-transporter 2 (SGLT2; SLC5A2) with antihyperglycemic activity. Upon oral administration, empagliflozin selectively and potently inhibits SGLT2 in the kidneys, thereby suppressing the reabsorption of glucose in the proximal tubule. Inhibition of SGLT2 increases urinary glucose excretion by the kidneys, resulting in a reduction of plasma glucose levels in an insulin-independent manner. Inhibition of SGLT2 in the kidneys also suppresses the renal reabsorption of 1,5-anhydroglucitol (1,5AG). This lowers serum 1,5AG and neutrophil 1,5-anhydroglucitol-6-phosphate (1,5AG6P) levels, which may improve neutropenia and neutrophil dysfunction in patients with glycogen storage disease type Ib (GSD Ib). SGLT2, a transport protein exclusively expressed in the proximal renal tubules, mediates approximately 90% of renal glucose reabsorption from tubular fluid.', 'label': 'Empagliflozin', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C158136'}, {'term': '703894008', 'relation': 'BQB_IS', 'collection': 'snomedct', 'description': None, 'label': None, 'url': 'https://browser.ihtsdotools.org/?perspective=full&conceptId1=703894008'}, {'term': 'OBWASQILIWPZMG-QZMOQZSNSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=OBWASQILIWPZMG-QZMOQZSNSA-N'}]	[]
empagliflozin-metabolites	empagliflozin-metabolites	substance	undefined	empagliflozin-metabolites	empagliflozin and empagliflozin metabolites. Used for total radioactivity measurements.	[]	[]
empagliflozin-metabolites-no-empagliflozin	empagliflozin-metabolites-no-empagliflozin	substance	undefined	empagliflozin-metabolites-no-empagliflozin	empagliflozin metabolites without empagliflozin. Used in radioactivity measurements.	[]	[]
m626-3	empagliflozin-3-O-glucuronide	substance	undefined	M626/3 (empagliflozin-3-O-glucuronide)	M626/3 empagliflozin metabolite	[{'term': '156613985', 'relation': 'BQB_IS', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/156613985'}, {'term': 'BQXKIDMRXJXROR-MFDKXCQCSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=BQXKIDMRXJXROR-MFDKXCQCSA-N'}]	[]
m626-1	empagliflozin-2-O-glucuronide	substance	undefined	M626/1 (empagliflozin-2-O-glucuronide)	M626/1 empagliflozin metabolite	[{'term': '156613557', 'relation': 'BQB_IS', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/156613557'}, {'term': 'DFXIXWZLBCHLHN-JHSYWPJOSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=DFXIXWZLBCHLHN-JHSYWPJOSA-N'}]	[]
m626-2	empagliflozin-6-O-glucuronide	substance	undefined	M626/2 (empagliflozin-6-O-glucuronide)	M626/2 empagliflozin metabolite	[{'term': '156613670', 'relation': 'BQB_IS', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/156613670'}, {'term': 'DGBXJHMZYATBFX-CUNLDNTNSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=DGBXJHMZYATBFX-CUNLDNTNSA-N'}]	[]
c14-empagliflozin	C14-empagliflozin	substance	undefined	C14-empagliflozin	C14 labeled empagliflozin.	[{'term': 'C158136', 'relation': 'BQB_IS_VERSION_OF', 'collection': 'ncit', 'description': 'An orally available competitive inhibitor of sodium-glucose co-transporter 2 (SGLT2; SLC5A2) with antihyperglycemic activity. Upon oral administration, empagliflozin selectively and potently inhibits SGLT2 in the kidneys, thereby suppressing the reabsorption of glucose in the proximal tubule. Inhibition of SGLT2 increases urinary glucose excretion by the kidneys, resulting in a reduction of plasma glucose levels in an insulin-independent manner. Inhibition of SGLT2 in the kidneys also suppresses the renal reabsorption of 1,5-anhydroglucitol (1,5AG). This lowers serum 1,5AG and neutrophil 1,5-anhydroglucitol-6-phosphate (1,5AG6P) levels, which may improve neutropenia and neutrophil dysfunction in patients with glycogen storage disease type Ib (GSD Ib). SGLT2, a transport protein exclusively expressed in the proximal renal tubules, mediates approximately 90% of renal glucose reabsorption from tubular fluid.', 'label': 'Empagliflozin', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C158136'}, {'term': 'CHEBI:82720', 'relation': 'BQB_IS_VERSION_OF', 'collection': 'chebi', 'description': 'A C-glycosyl compound consisting of a beta-glucosyl residue having a (4-chloro-3-{4-[(3S)-tetrahydrofuran-3-yloxy]benzyl}phenyl group at the anomeric centre. A sodium-glucose co-transporter 2 inhibitor used as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.', 'label': 'empagliflozin', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:82720'}]	[]
c14-empagliflozin-metabolites	C14-empagliflozin-metabolites	substance	undefined	C14-empagliflozin-metabolites	C14 labeled empagliflozin and corresponding C14 labeled empagliflozin metabolites. Used for total radioactivity measurements.	[]	[]
c14-empagliflozin-metabolites-no-empagliflozin	C14-empagliflozin-metabolites-no-empagliflozin	substance	undefined	C14-empagliflozin-metabolites-no-empagliflozin	C14 labeled empagliflozin metabolites without empagliflozin. Used in radioactivity measurements.	[]	[]
c14-m626-3	C14-M626/3	substance	undefined	C14-M626/3 (empagliflozin-3-O-glucuronide)	C14-M626/3 empagliflozin metabolite	[{'term': '156613985', 'relation': 'BQB_IS_VERSION_OF', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/156613985'}]	[]
c14-m626-1	C14-M626/1	substance	undefined	C14-M626/1 (empagliflozin-2-O-glucuronide)	C14-M626/1 empagliflozin metabolite	[{'term': '156613557', 'relation': 'BQB_IS_VERSION_OF', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/156613557'}]	[]
c14-m626-2	C14-M626/2	substance	undefined	C14-M626/2 (empagliflozin-6-O-glucuronide)	C14-M626/2 empagliflozin metabolite	[{'term': '156613670', 'relation': 'BQB_IS_VERSION_OF', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/156613670'}]	[]
c14-m482-1	C14-M482/1	substance	undefined	C14-M482/1	C14-M482/1 minor empagliflozin metabolite	[]	[]
c14-m464-1	C14-M464/1	substance	undefined	C14-M464/1	C14-M464/1 minor empagliflozin metabolite	[]	[]
c14-m468-1	C14-M468/1	substance	undefined	C14-M468/1	C14-M468/1 minor empagliflozin metabolite	[]	[]
bradykinin	bradykinin	substance	undefined	bradykinin	Bradykinin (9 aa, ~1 kDa) is encoded by the human KNG1 gene. This protein is involved in blood pressure regulation and pain receptor stimulation.	[{'term': 'CHEBI:3165', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'A linear nonapeptide messenger belonging to the kinin group of proteins, with amino acid sequence RPPGFSPFR. Enzymatically produced from kallidin in the blood, it is a powerful vasodilator that causes smooth muscle contraction, and may mediate inflammation.', 'label': 'bradykinin', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:3165'}, {'term': 'C316', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'Bradykinin (9 aa, ~1 kDa) is encoded by the human KNG1 gene. This protein is involved in blood pressure regulation and pain receptor stimulation.', 'label': 'Bradykinin', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C316'}, {'term': '439201', 'relation': 'BQB_IS', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/439201'}, {'term': 'QXZGBUJJYSLZLT-FDISYFBBSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=QXZGBUJJYSLZLT-FDISYFBBSA-N'}, {'term': 'QXZGBUJJYSLZLT-FDISYFBBSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=QXZGBUJJYSLZLT-FDISYFBBSA-N'}]	[]
prorenin	prorenin	substance	undefined	prorenin	Prorenin is a precursor protein that is converted into renin, a crucial enzyme in the renin-angiotensin system (RAS), which regulates blood pressure and fluid balance in the body.	[{'term': '116649008', 'relation': 'BQB_IS', 'collection': 'snomedct', 'description': None, 'label': None, 'url': 'https://browser.ihtsdotools.org/?perspective=full&conceptId1=116649008'}]	[]
renin	renin	substance	undefined	renin	Renin (406 aa, ~45 kDa) is encoded by the human REN gene. This protein plays a role in activation of angiotensin.	[{'term': 'C113591', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'Renin (406 aa, ~45 kDa) is encoded by the human REN gene. This protein plays a role in activation of angiotensin.', 'label': 'Renin', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C113591'}, {'term': '112052004', 'relation': 'BQB_IS', 'collection': 'snomedct', 'description': None, 'label': None, 'url': 'https://browser.ihtsdotools.org/?perspective=full&conceptId1=112052004'}, {'term': 'P00797', 'relation': 'BQB_IS_VERSION_OF', 'collection': 'uniprot', 'description': None, 'label': None, 'url': 'https://www.ncbi.nlm.nih.gov/protein/P00797'}]	[]
hydrogencarbonate	hydrogencarbonate	substance	undefined	hydrogencarbonate	The carbon oxoanion resulting from the removal of a proton from carbonic acid.	[{'term': 'CHEBI:17544', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'The carbon oxoanion resulting from the removal of a proton from carbonic acid.', 'label': 'hydrogencarbonate', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17544'}, {'term': 'BVKZGUZCCUSVTD-UHFFFAOYSA-M', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=BVKZGUZCCUSVTD-UHFFFAOYSA-M'}]	[]
sodium-hydrogencarbonate	sodium hydrogencarbonate	substance	undefined	sodium hydrogencarbonate	Sodium bicarbonate (IUPAC name: sodium hydrogen carbonate), commonly known as baking soda (especially in North America and New Zealand) or bicarbonate of soda, is a chemical compound with the formula NaHCO3.	[{'term': 'CHEBI:32139', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': None, 'label': 'sodium hydrogencarbonate', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:32139'}, {'term': 'UIIMBOGNXHQVGW-UHFFFAOYSA-M', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=UIIMBOGNXHQVGW-UHFFFAOYSA-M'}]	[]
lorazepam	lorazepam	substance	undefined	lorazepam	A benzodiazepine with anxiolytic, anti-anxiety, anticonvulsant, anti-emetic and sedative properties. Lorazepam enhances the effect of the inhibitory neurotransmitter gamma-aminobutyric acid on the GABA receptors by binding to a site that is distinct from the GABA binding site in the central nervous system.	[{'term': 'CHEBI:6539', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': None, 'label': 'Lorazepam', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:6539'}, {'term': 'C619', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'A benzodiazepine with anxiolytic, anti-anxiety, anticonvulsant, anti-emetic and sedative properties. Lorazepam enhances the effect of the inhibitory neurotransmitter gamma-aminobutyric acid on the GABA receptors by binding to a site that is distinct from the GABA binding site in the central nervous system. This leads to an increase in chloride channel opening events, a facilitation of chloride ion conductance, membrane hyperpolarization, and eventually inhibition of the transmission of nerve signals, thereby decreasing nervous excitation.', 'label': 'Lorazepam', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C619'}, {'term': 'DIWRORZWFLOCLC-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=DIWRORZWFLOCLC-UHFFFAOYSA-N'}]	[]
lorazepam-glucuronide	lorazepam glucuronide	substance	undefined	lorazepam glucuronide	Metabolite of lorazepam. Lorazepam glucuronide belongs to the class of organic compounds known as o-glucuronides.	[{'term': '62966', 'relation': 'BQB_IS', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/62966'}, {'term': 'IWOJSSFCRQKNKN-IFBJMGMISA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=IWOJSSFCRQKNKN-IFBJMGMISA-N'}]	[]
midazolam	midazolam	substance	undefined	midazolam	Midazolam, marketed under the trade name Versed, among others, is a benzodiazepine medication used for anesthesia, procedural sedation, trouble sleeping, and severe agitation.	[{'term': '4192', 'relation': 'BQB_IS', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/4192'}, {'term': 'CHEBI:6931', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'An imidazobenzodiazepine that is 4H-imidazo[1,5-a][1,4]benzodiazepine which is substituted by a methyl, 2-fluorophenyl and chloro groups at positions 1, 6 and 8, respectively.', 'label': 'midazolam', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:6931'}, {'term': 'C62049', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'A short-acting benzodiazepine derivative with an imidazole structure and with anxiolytic, amnestic, hypnotic, anticonvulsant and sedative properties. Midazolam exerts its effect by binding to the benzodiazepine receptor at the gamma-aminobutyric acid (GABA) receptor-chloride ionophore complex in the central nervous system (CNS). This leads to an increase in the opening of chloride channels, membrane hyperpolarization and increases the inhibitory effect of GABA in the CNS. Midazolam may also interfere with the reuptake of GABA, thereby causing accumulation of GABA in the synaptic cleft.', 'label': 'Midazolam', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C62049'}, {'term': 'DDLIGBOFAVUZHB-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=DDLIGBOFAVUZHB-UHFFFAOYSA-N'}, {'term': 'DDLIGBOFAVUZHB-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=DDLIGBOFAVUZHB-UHFFFAOYSA-N'}]	['1-hydroxymidazolam-over-midazolam', 'midazolam-over-1-hydroxymidazolam']
midazolam-hydrochloride	midazolam hydrochloride	substance	undefined	midazolam hydrochloride	Midazolam, marketed under the trade name Versed, among others, is a benzodiazepine medication used for anesthesia, procedural sedation, trouble sleeping, and severe agitation.	[{'term': 'CHEBI:6932', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'The hydrochloride salt of midazolam.', 'label': 'midazolam hydrochloride', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:6932'}, {'term': 'PLYSCVSCYOQVRP-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=PLYSCVSCYOQVRP-UHFFFAOYSA-N'}]	[]
15n3-midazolam	15N3-midazolam	substance	undefined	15N3-midazolam	15N3 labeled midazolam.	[]	[]
1-hydroxymidazolam	1-hydroxymidazolam	substance	undefined	1-hydroxymidazolam	1-hydroxymidazolam. Metabolite of midazolam.	[{'term': 'CHEBI:145330', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'An imidazobenzodiazepine that is midazolam in which one of the hydrogens of the methyl group is substituted by a hydroxy group. It is the major metabolite of the anesthetic, midazolam.', 'label': '1-hydroxymidazolam', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:145330'}, {'term': '107917', 'relation': 'BQB_IS', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/107917'}, {'term': 'QHSMEGADRFZVNE-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=QHSMEGADRFZVNE-UHFFFAOYSA-N'}, {'term': 'QHSMEGADRFZVNE-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=QHSMEGADRFZVNE-UHFFFAOYSA-N'}]	['1-hydroxymidazolam-over-midazolam', 'midazolam-over-1-hydroxymidazolam']
1-hydroxymidazolam-over-midazolam	1-hydroxymidazolam/midazolam	substance	undefined	1-hydroxymidazolam/midazolam	Midazolam metabolic ratio.	[]	[]
midazolam-over-1-hydroxymidazolam	midazolam/1-hydroxymidazolam	substance	undefined	midazolam/1-hydroxymidazolam	Midazolam metabolic ratio.	[]	[]
4-hydroxymidazolam	4-hydroxymidazolam	substance	undefined	4-hydroxymidazolam	Metabolite of midazolam.	[{'term': 'CHEBI:145331', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'An imidazobenzodiazepine that is midazolam which is substituted by a hydroxy group at position 4. It is the minor hydroxylated metabolite of the anesthetic, midazolam.', 'label': '4-hydroxymidazolam', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:145331'}, {'term': '124449', 'relation': 'BQB_IS', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/124449'}, {'term': 'ZYISITHKPKHPKG-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=ZYISITHKPKHPKG-UHFFFAOYSA-N'}, {'term': 'ZYISITHKPKHPKG-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=ZYISITHKPKHPKG-UHFFFAOYSA-N'}]	[]
14-dihydroxymidazolam	1,4-dihydroxymidazolam	substance	undefined	1,4-dihydroxymidazolam	Metabolite of midazolam.	"[{'term': 'CHEBI:145332', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'An imidazobenzodiazepine that is midazolam which is substituted by a hydroxy group at positions 2 and 4. It is the minor metabolite of the anesthetic, midazolam.', 'label': ""1',4-dihydroxymidazolam"", 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:145332'}, {'term': 'OJDUJEPGFILARE-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=OJDUJEPGFILARE-UHFFFAOYSA-N'}]"	[]
